,StateName,Plan_Shorthand,Year,BenefitsPerPerson
1287,Kentucky,Kentucky CERS,2012,9618.270550556657
1288,Kentucky,Kentucky CERS,2013,9708.0562693724
1289,Kentucky,Kentucky CERS,2014,9714.592922357202
1290,Kentucky,Kentucky CERS,2015,9844.498098629807
1291,Kentucky,Kentucky CERS,2016,10158.302201546016
1292,Kentucky,Kentucky CERS,2017,10364.449330718924
1293,Kentucky,Kentucky CERS,2018,10758.276347434803
1294,Kentucky,Kentucky CERS,2019,10795.861633233297
1295,Kentucky,Kentucky CERS,2020,10795.12902640962
1296,Kentucky,Kentucky CERS,2021,10672.999913985072
1297,Kentucky,Kentucky CERS,2022,8933.155445463404
1300,Kentucky,Kentucky ERS,2000,16477.859778597787
1301,Kentucky,Kentucky ERS,2001,16967.672535809317
1302,Kentucky,Kentucky ERS,2002,16137.7199346998
1303,Kentucky,Kentucky ERS,2003,21211.471169937624
1304,Kentucky,Kentucky ERS,2004,17126.263171143957
1305,Kentucky,Kentucky ERS,2005,17713.17171849
1306,Kentucky,Kentucky ERS,2006,19014.12590064467
1307,Kentucky,Kentucky ERS,2007,19877.385411093277
1308,Kentucky,Kentucky ERS,2008,20223.587699631873
1309,Kentucky,Kentucky ERS,2009,22519.20364110617
1310,Kentucky,Kentucky ERS,2010,21143.672249975512
1311,Kentucky,Kentucky ERS,2011,21090.776617854328
1312,Kentucky,Kentucky ERS,2012,19177.03177222152
1313,Kentucky,Kentucky ERS,2013,19413.877259051987
1314,Kentucky,Kentucky ERS,2014,18644.62434593741
1315,Kentucky,Kentucky ERS,2015,18225.546256674366
1316,Kentucky,Kentucky ERS,2016,18207.986658019086
1317,Kentucky,Kentucky ERS,2017,18373.262246160564
1318,Kentucky,Kentucky ERS,2018,18393.059363982764
1319,Kentucky,Kentucky ERS,2019,18188.439187098105
1320,Kentucky,Kentucky ERS,2020,17731.204500330907
1321,Kentucky,Kentucky ERS,2021,17417.285617825793
1322,Kentucky,Kentucky ERS,2022,14833.595124403117
1325,Kentucky,Kentucky SPRS,2000,256076.92307692306
1326,Kentucky,Kentucky SPRS,2001,257318.18181818182
1327,Kentucky,Kentucky SPRS,2002,241155.33980582524
1328,Kentucky,Kentucky SPRS,2003,246566.37168141594
1329,Kentucky,Kentucky SPRS,2004,127065.84362139918
1330,Kentucky,Kentucky SPRS,2005,130638.88888888889
1331,Kentucky,Kentucky SPRS,2006,130462.40601503759
1332,Kentucky,Kentucky SPRS,2007,130024.47552447552
1333,Kentucky,Kentucky SPRS,2008,130787.3754152824
1334,Kentucky,Kentucky SPRS,2009,128153.61445783133
1335,Kentucky,Kentucky SPRS,2010,132121.73913043478
1336,Kentucky,Kentucky SPRS,2011,130963.58543417367
1337,Kentucky,Kentucky SPRS,2012,128597.36842105263
1338,Kentucky,Kentucky SPRS,2013,129638.46153846153
1339,Kentucky,Kentucky SPRS,2014,129965.6862745098
1340,Kentucky,Kentucky SPRS,2015,128861.17647058824
1341,Kentucky,Kentucky SPRS,2016,123665.93406593407
1342,Kentucky,Kentucky SPRS,2017,118614.58333333333
1343,Kentucky,Kentucky SPRS,2018,117845.69138276554
1344,Kentucky,Kentucky SPRS,2019,109421.90305206463
1345,Kentucky,Kentucky SPRS,2020,105981.32427843803
1346,Kentucky,Kentucky SPRS,2021,99761.82965299685
1347,Kentucky,Kentucky SPRS,2022,83281.85907046476
1350,Kentucky,Kentucky TRS,2000,63909.51446266972
1351,Kentucky,Kentucky TRS,2001,53953.744696580856
1352,Kentucky,Kentucky TRS,2002,51403.27499713758
1353,Kentucky,Kentucky TRS,2003,52794.19289316949
1354,Kentucky,Kentucky TRS,2004,52822.478056536354
1355,Kentucky,Kentucky TRS,2005,55854.48226551257
1356,Kentucky,Kentucky TRS,2006,54225.56820197863
1357,Kentucky,Kentucky TRS,2007,52881.89664108107
1358,Kentucky,Kentucky TRS,2008,51132.70842516246
1359,Kentucky,Kentucky TRS,2009,50335.00540907136
1360,Kentucky,Kentucky TRS,2010,49150.55511809301
1361,Kentucky,Kentucky TRS,2011,48364.477676941424
1362,Kentucky,Kentucky TRS,2012,47620.871995829155
1363,Kentucky,Kentucky TRS,2013,47204.62902994851
1364,Kentucky,Kentucky TRS,2014,46666.54537248597
1365,Kentucky,Kentucky TRS,2015,62707.7201037053
1366,Kentucky,Kentucky TRS,2016,33153.06320643819
1367,Kentucky,Kentucky TRS,2017,37311.114464626036
1368,Kentucky,Kentucky TRS,2018,37933.907351688904
1369,Kentucky,Kentucky TRS,2019,38336.550163826396
1370,Kentucky,Kentucky TRS,2020,38190.58365052513
1371,Kentucky,Kentucky TRS,2021,36502.66377071936
1372,Kentucky,Kentucky TRS,2022,35300.8603113034
1376,Louisiana,Louisiana SPERS A,2001,9275.195828088474
1377,Louisiana,Louisiana SPERS A,2002,9314.793368654931
1378,Louisiana,Louisiana SPERS A,2003,10000.776870984546
1379,Louisiana,Louisiana SPERS A,2004,10397.843059019118
1380,Louisiana,Louisiana SPERS A,2005,10812.549505752715
1381,Louisiana,Louisiana SPERS A,2006,10973.11498048634
1382,Louisiana,Louisiana SPERS A,2007,11694.084604925216
1383,Louisiana,Louisiana SPERS A,2008,12054.920816093594
1384,Louisiana,Louisiana SPERS A,2009,12576.043635856684
1385,Louisiana,Louisiana SPERS A,2010,13343.897512981688
1386,Louisiana,Louisiana SPERS A,2011,14231.035209352909
1387,Louisiana,Louisiana SPERS A,2012,15567.578303425775
1388,Louisiana,Louisiana SPERS A,2013,15952.23113449692
1389,Louisiana,Louisiana SPERS A,2014,17864.840098881083
1390,Louisiana,Louisiana SPERS A,2015,18701.587659033077
1391,Louisiana,Louisiana SPERS A,2016,19564.31374501992
1392,Louisiana,Louisiana SPERS A,2017,20839.691124404835
1393,Louisiana,Louisiana SPERS A,2018,20536.43843843844
1394,Louisiana,Louisiana SPERS A,2019,21168.968241320432
1395,Louisiana,Louisiana SPERS A,2020,21857.140760869566
1401,Louisiana,Louisiana SPERS B,2001,2224.1574803149606
1402,Louisiana,Louisiana SPERS B,2002,2141.2082343626284
1403,Louisiana,Louisiana SPERS B,2003,2326.4927768860352
1404,Louisiana,Louisiana SPERS B,2004,2525.784298780488
1405,Louisiana,Louisiana SPERS B,2005,2583.6558675305973
1406,Louisiana,Louisiana SPERS B,2006,2746.8098159509204
1407,Louisiana,Louisiana SPERS B,2007,3034.5675862068965
1408,Louisiana,Louisiana SPERS B,2008,3125.6021080368905
1409,Louisiana,Louisiana SPERS B,2009,3229.336787564767
1410,Louisiana,Louisiana SPERS B,2010,3440.073311897106
1411,Louisiana,Louisiana SPERS B,2011,3591.270625
1412,Louisiana,Louisiana SPERS B,2012,3871.731662591687
1413,Louisiana,Louisiana SPERS B,2013,4023.213056379822
1414,Louisiana,Louisiana SPERS B,2014,4471.183073229292
1415,Louisiana,Louisiana SPERS B,2015,4814.044300059067
1416,Louisiana,Louisiana SPERS B,2016,5195.116838487973
1417,Louisiana,Louisiana SPERS B,2017,5863.012366498033
1418,Louisiana,Louisiana SPERS B,2018,6038.66380236305
1419,Louisiana,Louisiana SPERS B,2019,6342.356585111921
1420,Louisiana,Louisiana SPERS B,2020,6782.062531265633
1425,Louisiana,Louisiana SRS,2000,31442.30614337449
1426,Louisiana,Louisiana SRS,2001,32673.602158892834
1427,Louisiana,Louisiana SRS,2002,34208.704177477426
1428,Louisiana,Louisiana SRS,2003,35862.84228441023
1429,Louisiana,Louisiana SRS,2004,32173.494398175688
1430,Louisiana,Louisiana SRS,2005,34010.1365458575
1431,Louisiana,Louisiana SRS,2006,36658.95491684627
1432,Louisiana,Louisiana SRS,2007,37516.82533691088
1433,Louisiana,Louisiana SRS,2008,37338.81380436222
1434,Louisiana,Louisiana SRS,2009,35815.19993387289
1435,Louisiana,Louisiana SRS,2010,36085.009737670516
1436,Louisiana,Louisiana SRS,2011,37165.79170582227
1437,Louisiana,Louisiana SRS,2012,37515.08513353628
1438,Louisiana,Louisiana SRS,2013,37762.164726058305
1439,Louisiana,Louisiana SRS,2014,38201.96952194445
1440,Louisiana,Louisiana SRS,2015,39757.45351043643
1441,Louisiana,Louisiana SRS,2016,41592.47495806374
1442,Louisiana,Louisiana SRS,2017,39110.17864162481
1443,Louisiana,Louisiana SRS,2018,38483.653926049024
1444,Louisiana,Louisiana SRS,2019,40888.9171851534
1445,Louisiana,Louisiana SRS,2020,39733.64419087137
1446,Louisiana,Louisiana SRS,2021,35346.5695093458
1450,Louisiana,Louisiana LASERS,2000,15409.908152884755
1451,Louisiana,Louisiana LASERS,2001,15331.69701588592
1452,Louisiana,Louisiana LASERS,2002,16168.982513625746
1453,Louisiana,Louisiana LASERS,2003,16864.853551167187
1454,Louisiana,Louisiana LASERS,2004,15374.681375573378
1455,Louisiana,Louisiana LASERS,2005,16218.183828244806
1456,Louisiana,Louisiana LASERS,2006,13523.291690282076
1457,Louisiana,Louisiana LASERS,2007,14715.185202175766
1458,Louisiana,Louisiana LASERS,2008,14466.754994763554
1459,Louisiana,Louisiana LASERS,2009,14935.878543215613
1460,Louisiana,Louisiana LASERS,2010,15698.401302462942
1461,Louisiana,Louisiana LASERS,2011,16933.672084165373
1462,Louisiana,Louisiana LASERS,2012,18536.909452397183
1463,Louisiana,Louisiana LASERS,2013,18929.57820927724
1464,Louisiana,Louisiana LASERS,2014,20626.805053003533
1465,Louisiana,Louisiana LASERS,2015,21356.45018345029
1466,Louisiana,Louisiana LASERS,2016,21842.402948749605
1467,Louisiana,Louisiana LASERS,2017,22215.925915596075
1468,Louisiana,Louisiana LASERS,2018,22682.653210535376
1469,Louisiana,Louisiana LASERS,2019,22768.58066210355
1470,Louisiana,Louisiana LASERS,2020,23043.177489177488
1471,Louisiana,Louisiana LASERS,2021,19427.3406550304
1472,Louisiana,Louisiana LASERS,2022,19366.549306503315
1475,Louisiana,Louisiana SPRS,2000,380.05067169806824
1476,Louisiana,Louisiana SPRS,2001,422.29132268921046
1477,Louisiana,Louisiana SPRS,2002,499.779935493676
1478,Louisiana,Louisiana SPRS,2003,542.2538821991612
1479,Louisiana,Louisiana SPRS,2004,620.2622317479563
1480,Louisiana,Louisiana SPRS,2005,709.0481720381733
1481,Louisiana,Louisiana SPRS,2006,829.0552309760737
1482,Louisiana,Louisiana SPRS,2007,1025.7838566685207
1483,Louisiana,Louisiana SPRS,2008,1170.0060076021432
1484,Louisiana,Louisiana SPRS,2009,1411.0704007270645
1485,Louisiana,Louisiana SPRS,2010,1651.7706389631344
1486,Louisiana,Louisiana SPRS,2011,2041.4039760296778
1487,Louisiana,Louisiana SPRS,2012,2565.538451230339
1488,Louisiana,Louisiana SPRS,2013,3320.4605340057105
1489,Louisiana,Louisiana SPRS,2014,4481.41665881727
1490,Louisiana,Louisiana SPRS,2015,6863.904484681035
1491,Louisiana,Louisiana SPRS,2016,13374.475058699512
1492,Louisiana,Louisiana SPRS,2017,237836.32967032967
1493,Louisiana,Louisiana SPRS,2018,222205.4882629108
1494,Louisiana,Louisiana SPRS,2019,256824.29439252336
1495,Louisiana,Louisiana SPRS,2020,273194.59907834104
1496,Louisiana,Louisiana SPRS,2021,294163.87272727274
1497,Louisiana,Louisiana SPRS,2022,313380.9137931034
1500,Louisiana,Louisiana TRS,2000,98228.75982370104
1501,Louisiana,Louisiana TRS,2001,82089.05829510704
1502,Louisiana,Louisiana TRS,2002,80016.80495436766
1503,Louisiana,Louisiana TRS,2003,73926.27858826997
1504,Louisiana,Louisiana TRS,2004,67833.62774413323
1505,Louisiana,Louisiana TRS,2005,74727.22310365175
1506,Louisiana,Louisiana TRS,2006,60868.85875277946
1507,Louisiana,Louisiana TRS,2007,69690.81968800431
1508,Louisiana,Louisiana TRS,2008,83266.01522812086
1509,Louisiana,Louisiana TRS,2009,87268.6601895452
1510,Louisiana,Louisiana TRS,2010,68886.86748775115
1511,Louisiana,Louisiana TRS,2011,68867.87959253261
1512,Louisiana,Louisiana TRS,2012,68652.20556552963
1513,Louisiana,Louisiana TRS,2013,73873.88688080177
1514,Louisiana,Louisiana TRS,2014,75285.70537936571
1515,Louisiana,Louisiana TRS,2015,76338.39295615166
1516,Louisiana,Louisiana TRS,2016,75361.76998756078
1517,Louisiana,Louisiana TRS,2017,73831.67848572759
1518,Louisiana,Louisiana TRS,2018,71579.15594251902
1519,Louisiana,Louisiana TRS,2019,69607.66033972462
1520,Louisiana,Louisiana TRS,2020,66454.8350952655
1522,Louisiana,Louisiana TRS,2022,66083.659684742
1525,Louisiana,Louisiana MPERS,2000,6902.844010124796
1526,Louisiana,Louisiana MPERS,2001,94010.13765822785
1527,Louisiana,Louisiana MPERS,2002,0.0
1528,Louisiana,Louisiana MPERS,2003,0.0
1529,Louisiana,Louisiana MPERS,2004,99784.2073011734
1530,Louisiana,Louisiana MPERS,2005,119272.17391304347
1531,Louisiana,Louisiana MPERS,2006,80964.2224390244
1532,Louisiana,Louisiana MPERS,2007,79846.12534059945
1533,Louisiana,Louisiana MPERS,2008,76791.62365591398
1534,Louisiana,Louisiana MPERS,2009,73435.2345301757
1535,Louisiana,Louisiana MPERS,2010,78088.7786259542
1536,Louisiana,Louisiana MPERS,2011,80061.74401740392
1537,Louisiana,Louisiana MPERS,2012,87820.25114854518
1538,Louisiana,Louisiana MPERS,2013,84990.43808160344
1539,Louisiana,Louisiana MPERS,2014,79917.53738644304
1540,Louisiana,Louisiana MPERS,2015,83171.80107526881
1541,Louisiana,Louisiana MPERS,2016,87619.5617078052
1542,Louisiana,Louisiana MPERS,2017,84239.01046798029
1543,Louisiana,Louisiana MPERS,2018,80648.11657142857
1544,Louisiana,Louisiana MPERS,2019,78126.70978086584
1545,Louisiana,Louisiana MPERS,2020,73316.91226369365
1546,Louisiana,Louisiana MPERS,2021,69177.52460456942
1547,Louisiana,Louisiana MPERS,2022,58324.82224958949
1550,Louisiana,Louisiana MERS A,2000,57769.7850146822
1551,Louisiana,Louisiana MERS A,2001,55999.90760634395
1552,Louisiana,Louisiana MERS A,2002,53700.51737466019
1553,Louisiana,Louisiana MERS A,2003,51781.25629675697
1554,Louisiana,Louisiana MERS A,2004,48767.05005569602
1555,Louisiana,Louisiana MERS A,2005,47673.46098673815
1556,Louisiana,Louisiana MERS A,2006,48812.39184619121
1557,Louisiana,Louisiana MERS A,2007,39978.48142492837
1558,Louisiana,Louisiana MERS A,2008,39072.74883978775
1559,Louisiana,Louisiana MERS A,2009,37563.632419625625
1560,Louisiana,Louisiana MERS A,2010,36394.86307405259
1561,Louisiana,Louisiana MERS A,2011,35316.86603103794
1562,Louisiana,Louisiana MERS A,2012,33626.45397919597
1563,Louisiana,Louisiana MERS A,2013,31911.115152894752
1564,Louisiana,Louisiana MERS A,2014,30957.374529150715
1565,Louisiana,Louisiana MERS A,2015,29211.673413036013
1566,Louisiana,Louisiana MERS A,2016,27200.443068306482
1567,Louisiana,Louisiana MERS A,2017,51579.4789726944
1568,Louisiana,Louisiana MERS A,2018,23779.803164790676
1569,Louisiana,Louisiana MERS A,2019,21365.818327561883
1570,Louisiana,Louisiana MERS A,2020,19593.848373408768
1571,Louisiana,Louisiana MERS A,2021,19607.388318009736
1572,Louisiana,Louisiana MERS A,2022,20228.561589403973
1575,Louisiana,Louisiana MERS B,2000,88754.9484156227
1576,Louisiana,Louisiana MERS B,2001,85264.30014757634
1577,Louisiana,Louisiana MERS B,2002,76187.40851559603
1578,Louisiana,Louisiana MERS B,2003,70090.58718589123
1579,Louisiana,Louisiana MERS B,2004,63785.99479622605
1580,Louisiana,Louisiana MERS B,2005,61313.093588798816
1581,Louisiana,Louisiana MERS B,2006,60303.85984115671
1582,Louisiana,Louisiana MERS B,2007,48639.62553154561
1583,Louisiana,Louisiana MERS B,2008,43127.873603067135
1584,Louisiana,Louisiana MERS B,2009,39680.185251726754
1585,Louisiana,Louisiana MERS B,2010,35669.426999463234
1586,Louisiana,Louisiana MERS B,2011,33528.94901748414
1587,Louisiana,Louisiana MERS B,2012,30080.91918511029
1588,Louisiana,Louisiana MERS B,2013,26448.48326659039
1589,Louisiana,Louisiana MERS B,2014,23632.44705018873
1590,Louisiana,Louisiana MERS B,2015,20664.21459169562
1591,Louisiana,Louisiana MERS B,2016,17963.56740929761
1592,Louisiana,Louisiana MERS B,2017,14940.544632142526
1593,Louisiana,Louisiana MERS B,2018,12143.215118119302
1594,Louisiana,Louisiana MERS B,2019,9428.800073647388
1595,Louisiana,Louisiana MERS B,2020,7403.703810623557
1596,Louisiana,Louisiana MERS B,2021,7282.926684636119
1597,Louisiana,Louisiana MERS B,2022,7546.412706611571
1600,Louisiana,Louisiana FRS,2000,229492.86725663717
1601,Louisiana,Louisiana FRS,2001,195349.55244755244
1602,Louisiana,Louisiana FRS,2002,181660.72392638036
1603,Louisiana,Louisiana FRS,2003,176215.85474860336
1604,Louisiana,Louisiana FRS,2004,152807.932735426
1605,Louisiana,Louisiana FRS,2005,156027.73076923078
1606,Louisiana,Louisiana FRS,2006,131726.30897009966
1607,Louisiana,Louisiana FRS,2007,124922.55113636363
1608,Louisiana,Louisiana FRS,2008,119547.1135802469
1609,Louisiana,Louisiana FRS,2009,114787.55627705628
1610,Louisiana,Louisiana FRS,2010,111889.32934131737
1611,Louisiana,Louisiana FRS,2011,120781.82098765433
1612,Louisiana,Louisiana FRS,2012,134562.55128205128
1613,Louisiana,Louisiana FRS,2013,129900.2226487524
1614,Louisiana,Louisiana FRS,2014,152608.0103950104
1615,Louisiana,Louisiana FRS,2015,132325.85761589403
1616,Louisiana,Louisiana FRS,2016,133173.06984126984
1617,Louisiana,Louisiana FRS,2017,132204.31240657697
1618,Louisiana,Louisiana FRS,2018,125421.97131147541
1619,Louisiana,Louisiana FRS,2019,129201.44105960264
1620,Louisiana,Louisiana FRS,2020,120643.7771226415
1621,Louisiana,Louisiana FRS,2021,118969.33296703297
1622,Louisiana,Louisiana FRS,2022,105265.27564102564
1625,Maine,Maine CPPLD,2000,33303.45233241396
1626,Maine,Maine CPPLD,2001,22644.38063439065
1627,Maine,Maine CPPLD,2002,21167.63358778626
1628,Maine,Maine CPPLD,2003,18135.294862136507
1629,Maine,Maine CPPLD,2004,17149.035338804857
1630,Maine,Maine CPPLD,2005,17063.271384928717
1631,Maine,Maine CPPLD,2006,16066.98185953938
1632,Maine,Maine CPPLD,2007,15954.391632154615
1633,Maine,Maine CPPLD,2008,15511.614294818373
1634,Maine,Maine CPPLD,2009,15973.825167037861
1635,Maine,Maine CPPLD,2010,15286.07461983294
1636,Maine,Maine CPPLD,2011,15362.719685168484
1637,Maine,Maine CPPLD,2012,15912.963596923684
1638,Maine,Maine CPPLD,2013,14371.011856642415
1639,Maine,Maine CPPLD,2014,14948.260821446138
1640,Maine,Maine CPPLD,2015,15317.166686383533
1641,Maine,Maine CPPLD,2016,14865.980705622933
1642,Maine,Maine CPPLD,2017,14767.93100546908
1643,Maine,Maine CPPLD,2018,14608.472766884532
1644,Maine,Maine CPPLD,2019,14936.556245881578
1645,Maine,Maine CPPLD,2020,15033.792263610316
1646,Maine,Maine CPPLD,2021,14648.982893207109
1647,Maine,Maine CPPLD,2022,14802.228131833803
1650,Maine,Maine SETP,2000,17473.874097700183
1651,Maine,Maine SETP,2001,16949.33545379764
1652,Maine,Maine SETP,2002,16356.921871353648
1653,Maine,Maine SETP,2003,14822.180207606605
1654,Maine,Maine SETP,2004,14433.720926165237
1655,Maine,Maine SETP,2005,14187.367868029407
1656,Maine,Maine SETP,2006,14056.607491735229
1657,Maine,Maine SETP,2007,14140.97862673281
1658,Maine,Maine SETP,2008,14270.88986204426
1659,Maine,Maine SETP,2009,14855.727031752298
1660,Maine,Maine SETP,2010,14840.643484926937
1661,Maine,Maine SETP,2011,14780.194535099507
1662,Maine,Maine SETP,2012,15457.0267316608
1663,Maine,Maine SETP,2013,0.0
1664,Maine,Maine SETP,2014,15230.715942621091
1665,Maine,Maine SETP,2015,15868.146138399405
1666,Maine,Maine SETP,2016,16015.255133255574
1667,Maine,Maine SETP,2017,16406.29417080886
1668,Maine,Maine SETP,2018,16845.54237972746
1669,Maine,Maine SETP,2019,17787.11343640557
1670,Maine,Maine SETP,2020,18860.022287710108
1671,Maine,Maine SETP,2021,18987.39424967935
1672,Maine,Maine SETP,2022,19546.23387198321
1675,Maryland,Maryland ECS,2000,15881.994055862444
1676,Maryland,Maryland ECS,2001,12528.574326464422
1677,Maryland,Maryland ECS,2002,13223.97006735315
1678,Maryland,Maryland ECS,2003,13999.11688323777
1679,Maryland,Maryland ECS,2004,14850.162877721743
1680,Maryland,Maryland ECS,2005,15970.083175285057
1681,Maryland,Maryland ECS,2006,17057.420536333462
1682,Maryland,Maryland ECS,2007,17928.601550943175
1683,Maryland,Maryland ECS,2008,19743.06717296441
1684,Maryland,Maryland ECS,2009,21441.264907786142
1685,Maryland,Maryland ECS,2010,23373.34400035805
1686,Maryland,Maryland ECS,2011,25476.062126903653
1687,Maryland,Maryland ECS,2012,27322.799946043207
1688,Maryland,Maryland ECS,2013,29620.594862238908
1689,Maryland,Maryland ECS,2014,31604.794696058798
1690,Maryland,Maryland ECS,2015,33040.9580686589
1691,Maryland,Maryland ECS,2016,35351.7383969456
1692,Maryland,Maryland ECS,2017,36973.46979516797
1693,Maryland,Maryland ECS,2018,40395.91632570073
1694,Maryland,Maryland ECS,2019,44788.441013769465
1695,Maryland,Maryland ECS,2020,49231.03447496254
1696,Maryland,Maryland ECS,2021,51669.727564694156
1697,Maryland,Maryland ECS,2022,60249.92193884237
1700,Maryland,Maryland TCS,2000,46820.09097326075
1701,Maryland,Maryland TCS,2001,45218.434561919596
1702,Maryland,Maryland TCS,2002,47029.87804878049
1703,Maryland,Maryland TCS,2003,48303.85451460686
1704,Maryland,Maryland TCS,2004,48729.007826306486
1705,Maryland,Maryland TCS,2005,51511.790696519885
1706,Maryland,Maryland TCS,2006,41309.49202152157
1707,Maryland,Maryland TCS,2007,40924.43193285138
1708,Maryland,Maryland TCS,2008,43220.29579983867
1709,Maryland,Maryland TCS,2009,45242.44162337253
1710,Maryland,Maryland TCS,2010,47504.92310328928
1711,Maryland,Maryland TCS,2011,49726.67586818258
1712,Maryland,Maryland TCS,2012,51712.10249428866
1713,Maryland,Maryland TCS,2013,53557.87680499865
1714,Maryland,Maryland TCS,2014,54767.30331992736
1715,Maryland,Maryland TCS,2015,56194.93551316985
1716,Maryland,Maryland TCS,2016,56945.6497245737
1717,Maryland,Maryland TCS,2017,57629.05534548524
1718,Maryland,Maryland TCS,2018,59659.67926587308
1719,Maryland,Maryland TCS,2019,63291.89679051086
1720,Maryland,Maryland TCS,2020,65473.86270705142
1721,Maryland,Maryland TCS,2021,67001.0689706474
1722,Maryland,Maryland TCS,2022,68485.28989162554
1725,Massachusetts,Massachusetts SERS,2000,47974.792122538296
1726,Massachusetts,Massachusetts SERS,2001,40882.05514543969
1727,Massachusetts,Massachusetts SERS,2002,49466.559736263
1728,Massachusetts,Massachusetts SERS,2003,54421.33456118065
1729,Massachusetts,Massachusetts SERS,2004,54403.9407327137
1730,Massachusetts,Massachusetts SERS,2005,54841.71333668463
1731,Massachusetts,Massachusetts SERS,2006,53360.37661055285
1732,Massachusetts,Massachusetts SERS,2007,54137.68030905298
1733,Massachusetts,Massachusetts SERS,2008,56640.93870963265
1734,Massachusetts,Massachusetts SERS,2009,59690.99367818099
1735,Massachusetts,Massachusetts SERS,2010,61907.252433030095
1736,Massachusetts,Massachusetts SERS,2011,63821.738764041955
1737,Massachusetts,Massachusetts SERS,2012,66396.24870940392
1738,Massachusetts,Massachusetts SERS,2013,68335.7073613157
1739,Massachusetts,Massachusetts SERS,2014,73004.54224528123
1740,Massachusetts,Massachusetts SERS,2015,73706.62895805408
1741,Massachusetts,Massachusetts SERS,2016,82150.27229739475
1742,Massachusetts,Massachusetts SERS,2017,83519.84775928261
1743,Massachusetts,Massachusetts SERS,2018,87086.05895046573
1744,Massachusetts,Massachusetts SERS,2019,89078.82147126195
1745,Massachusetts,Massachusetts SERS,2020,90922.69130232392
1746,Massachusetts,Massachusetts SERS,2021,76861.79567261253
1750,Massachusetts,Massachusetts TRS,2000,29761.905066499097
1751,Massachusetts,Massachusetts TRS,2001,32205.919912223737
1752,Massachusetts,Massachusetts TRS,2002,39583.417356577105
1753,Massachusetts,Massachusetts TRS,2003,47762.49443964679
1754,Massachusetts,Massachusetts TRS,2004,58441.568311053044
1755,Massachusetts,Massachusetts TRS,2005,69230.23902106119
1756,Massachusetts,Massachusetts TRS,2006,83890.73121214108
1757,Massachusetts,Massachusetts TRS,2007,99301.23245326368
1758,Massachusetts,Massachusetts TRS,2008,116050.58484996867
1759,Massachusetts,Massachusetts TRS,2009,135106.6534682853
1760,Massachusetts,Massachusetts TRS,2010,157427.0450370982
1761,Massachusetts,Massachusetts TRS,2011,183891.96165188745
1762,Massachusetts,Massachusetts TRS,2012,215019.83546264967
1763,Massachusetts,Massachusetts TRS,2013,255432.83394700015
1764,Massachusetts,Massachusetts TRS,2014,298484.7297393721
1765,Massachusetts,Massachusetts TRS,2015,367755.1066079847
1766,Massachusetts,Massachusetts TRS,2016,461479.2299340274
1767,Massachusetts,Massachusetts TRS,2017,603770.3245359788
1768,Massachusetts,Massachusetts TRS,2018,843701.4197120734
1769,Massachusetts,Massachusetts TRS,2019,1346577.234397556
1770,Massachusetts,Massachusetts TRS,2020,3049651.0382806254
1771,Massachusetts,Massachusetts TRS,2021,inf
1775,Michigan,Michigan PSERS,2000,210128.88163596662
1776,Michigan,Michigan PSERS,2001,129655.41107334611
1777,Michigan,Michigan PSERS,2002,138614.7126044988
1778,Michigan,Michigan PSERS,2003,149093.85696775545
1779,Michigan,Michigan PSERS,2004,145671.5228794937
1780,Michigan,Michigan PSERS,2005,147925.05664252926
1781,Michigan,Michigan PSERS,2006,170242.7629513021
1782,Michigan,Michigan PSERS,2007,188851.91037381935
1783,Michigan,Michigan PSERS,2008,208372.4250846207
1784,Michigan,Michigan PSERS,2009,216278.16909554822
1785,Michigan,Michigan PSERS,2010,223342.4814801048
1786,Michigan,Michigan PSERS,2011,247909.08182452785
1787,Michigan,Michigan PSERS,2012,239678.30916860877
1788,Michigan,Michigan PSERS,2013,247080.62955839507
1789,Michigan,Michigan PSERS,2014,181987.7561447366
1790,Michigan,Michigan PSERS,2015,190820.41543000046
1791,Michigan,Michigan PSERS,2016,198024.82463924575
1792,Michigan,Michigan PSERS,2017,205693.3512598023
1793,Michigan,Michigan PSERS,2018,208770.94067621644
1794,Michigan,Michigan PSERS,2019,219799.82057833794
1795,Michigan,Michigan PSERS,2020,240641.9545972006
1796,Michigan,Michigan PSERS,2021,277632.63786027825
1809,Michigan,Michigan PSERS PPP,2010,0.0
1810,Michigan,Michigan PSERS PPP,2011,0.0
1811,Michigan,Michigan PSERS PPP,2012,0.0
1812,Michigan,Michigan PSERS PPP,2013,0.0
1813,Michigan,Michigan PSERS PPP,2014,0.0
1814,Michigan,Michigan PSERS PPP,2015,0.0
1815,Michigan,Michigan PSERS PPP,2016,0.262237859821694
1816,Michigan,Michigan PSERS PPP,2017,0.6342209309305938
1817,Michigan,Michigan PSERS PPP,2018,0.6377468411496463
1818,Michigan,Michigan PSERS PPP,2019,0.6413121746793784
1819,Michigan,Michigan PSERS PPP,2020,1.3198358613549255
1820,Michigan,Michigan PSERS PPP,2021,12.12495059376816
1841,Michigan,Michigan PSERS PPP2,2018,0.0
1842,Michigan,Michigan PSERS PPP2,2019,0.0
1843,Michigan,Michigan PSERS PPP2,2020,0.0
1844,Michigan,Michigan PSERS PPP2,2021,0.0
1847,Michigan,Michigan SERS,2000,35097.65853723471
1848,Michigan,Michigan SERS,2001,36887.25518359913
1849,Michigan,Michigan SERS,2002,41488.70999907703
1850,Michigan,Michigan SERS,2003,59464.12891977204
