,StateName,Plan_Shorthand,Year,BenefitsPerPerson
2971,Oregon,Oregon PERS,2001,19234.61978286944
2972,Oregon,Oregon PERS,2002,18942.3346513504
2973,Oregon,Oregon PERS,2003,20828.016475314216
2974,Oregon,Oregon PERS,2004,26405.96532079412
2975,Oregon,Oregon PERS,2005,24432.864281504124
2976,Oregon,Oregon PERS,2006,29189.07052986072
2977,Oregon,Oregon PERS,2007,33229.3460149116
2978,Oregon,Oregon PERS,2008,36331.374290750486
2979,Oregon,Oregon PERS,2009,37770.79142014129
2980,Oregon,Oregon PERS,2010,39403.279906998
2981,Oregon,Oregon PERS,2011,43005.70597367794
2982,Oregon,Oregon PERS,2012,44477.696433432015
2983,Oregon,Oregon PERS,2013,47727.945845963055
2984,Oregon,Oregon PERS,2014,51124.76036990703
2985,Oregon,Oregon PERS,2015,51517.50170728502
2986,Oregon,Oregon PERS,2016,53287.28418439523
2987,Oregon,Oregon PERS,2017,55045.002201383235
2988,Oregon,Oregon PERS,2018,59377.84636419804
2989,Oregon,Oregon PERS,2019,59701.66668979732
2990,Oregon,Oregon PERS,2020,62255.52841234209
2991,Oregon,Oregon PERS,2021,55627.63725863697
2992,Oregon,Oregon PERS,2022,55485.66146107117
2995,Pennsylvania,Pennsylvania PSERS,2000,31802.964076387638
2996,Pennsylvania,Pennsylvania PSERS,2001,38724.85086516729
2997,Pennsylvania,Pennsylvania PSERS,2002,44166.23160505106
2998,Pennsylvania,Pennsylvania PSERS,2003,44157.42834443562
2999,Pennsylvania,Pennsylvania PSERS,2004,45164.40087206477
3000,Pennsylvania,Pennsylvania PSERS,2005,61987.397605545055
3001,Pennsylvania,Pennsylvania PSERS,2006,41040.2678856171
3002,Pennsylvania,Pennsylvania PSERS,2007,37042.038741585384
3003,Pennsylvania,Pennsylvania PSERS,2008,45994.52391817623
3004,Pennsylvania,Pennsylvania PSERS,2009,44692.8538399291
3005,Pennsylvania,Pennsylvania PSERS,2010,44333.26186009113
3006,Pennsylvania,Pennsylvania PSERS,2011,45883.38068305227
3007,Pennsylvania,Pennsylvania PSERS,2012,46246.55316225897
3008,Pennsylvania,Pennsylvania PSERS,2013,46769.46754760979
3009,Pennsylvania,Pennsylvania PSERS,2014,45492.60734437706
3010,Pennsylvania,Pennsylvania PSERS,2015,45191.790707506596
3011,Pennsylvania,Pennsylvania PSERS,2016,44176.811594202896
3012,Pennsylvania,Pennsylvania PSERS,2017,43572.790686681656
3013,Pennsylvania,Pennsylvania PSERS,2018,43580.52058087525
3014,Pennsylvania,Pennsylvania PSERS,2019,45255.46604660711
3015,Pennsylvania,Pennsylvania PSERS,2020,47122.78074772657
3016,Pennsylvania,Pennsylvania PSERS,2021,49881.186381634274
3017,Pennsylvania,Pennsylvania PSERS,2022,45506.29616509886
3020,Pennsylvania,Pennsylvania SERS,2000,11221.958582535493
3021,Pennsylvania,Pennsylvania SERS,2001,12228.354192128405
3022,Pennsylvania,Pennsylvania SERS,2002,14594.121915144975
3023,Pennsylvania,Pennsylvania SERS,2003,17236.504385791748
3024,Pennsylvania,Pennsylvania SERS,2004,20493.187799969037
3025,Pennsylvania,Pennsylvania SERS,2005,22404.08687448133
3026,Pennsylvania,Pennsylvania SERS,2006,23037.28215551672
3027,Pennsylvania,Pennsylvania SERS,2007,29482.367012948744
3028,Pennsylvania,Pennsylvania SERS,2008,29099.226945440303
3029,Pennsylvania,Pennsylvania SERS,2009,31563.65690603396
3030,Pennsylvania,Pennsylvania SERS,2010,35853.56816566846
3031,Pennsylvania,Pennsylvania SERS,2011,42069.958047871114
3032,Pennsylvania,Pennsylvania SERS,2012,43844.09114505803
3033,Pennsylvania,Pennsylvania SERS,2013,50074.51793709366
3034,Pennsylvania,Pennsylvania SERS,2014,54991.21740788407
3035,Pennsylvania,Pennsylvania SERS,2015,62109.5147517099
3036,Pennsylvania,Pennsylvania SERS,2016,70205.87914106167
3037,Pennsylvania,Pennsylvania SERS,2017,78997.07751147263
3038,Pennsylvania,Pennsylvania SERS,2018,88852.516057395
3039,Pennsylvania,Pennsylvania SERS,2019,103069.5865771812
3040,Pennsylvania,Pennsylvania SERS,2020,117482.40101893603
3041,Pennsylvania,Pennsylvania SERS,2021,139026.4427914147
3042,Pennsylvania,Pennsylvania SERS,2022,169259.66477858293
3045,Pennsylvania,Pennsylvania MRS,2000,3714.268808014002
3046,Pennsylvania,Pennsylvania MRS,2001,52598.889305816134
3047,Pennsylvania,Pennsylvania MRS,2002,44115.32769230769
3048,Pennsylvania,Pennsylvania MRS,2003,48849.804534792805
3049,Pennsylvania,Pennsylvania MRS,2004,53482.534181240066
3050,Pennsylvania,Pennsylvania MRS,2005,62642.825719120134
3051,Pennsylvania,Pennsylvania MRS,2006,74304.3686868687
3052,Pennsylvania,Pennsylvania MRS,2007,74348.14904679375
3053,Pennsylvania,Pennsylvania MRS,2008,71036.22153846154
3054,Pennsylvania,Pennsylvania MRS,2009,78010.45223880597
3055,Pennsylvania,Pennsylvania MRS,2010,72737.75298804781
3056,Pennsylvania,Pennsylvania MRS,2011,84818.77016129032
3057,Pennsylvania,Pennsylvania MRS,2012,74488.95417156287
3058,Pennsylvania,Pennsylvania MRS,2013,90262.70534550195
3059,Pennsylvania,Pennsylvania MRS,2014,99660.33290978399
3060,Pennsylvania,Pennsylvania MRS,2015,102224.787258248
3061,Pennsylvania,Pennsylvania MRS,2016,109437.13805104408
3062,Pennsylvania,Pennsylvania MRS,2017,122978.47836538461
3063,Pennsylvania,Pennsylvania MRS,2018,120541.86562150056
3064,Pennsylvania,Pennsylvania MRS,2019,132597.13885778276
3065,Pennsylvania,Pennsylvania MRS,2020,134136.98493003228
3066,Pennsylvania,Pennsylvania MRS,2021,56002.592787377915
3071,Rhode Island,Rhode Island ERS-S,2001,47097.1626274629
3072,Rhode Island,Rhode Island ERS-S,2002,53472.00378496658
3073,Rhode Island,Rhode Island ERS-S,2003,47845.55288713583
3074,Rhode Island,Rhode Island ERS-S,2004,44230.27575387833
3075,Rhode Island,Rhode Island ERS-S,2005,46055.016240559555
3076,Rhode Island,Rhode Island ERS-S,2006,47082.84422224747
3077,Rhode Island,Rhode Island ERS-S,2007,49331.74370692378
3078,Rhode Island,Rhode Island ERS-S,2008,50152.926245009454
3079,Rhode Island,Rhode Island ERS-S,2009,61406.71533854571
3080,Rhode Island,Rhode Island ERS-S,2010,61883.34690865175
3081,Rhode Island,Rhode Island ERS-S,2011,59255.13843030909
3082,Rhode Island,Rhode Island ERS-S,2012,58552.68807112867
3083,Rhode Island,Rhode Island ERS-S,2013,57264.19655381163
3084,Rhode Island,Rhode Island ERS-S,2014,55248.335520941895
3085,Rhode Island,Rhode Island ERS-S,2015,54487.21600371925
3086,Rhode Island,Rhode Island ERS-S,2016,54166.504003768256
3087,Rhode Island,Rhode Island ERS-S,2017,50908.3479332552
3088,Rhode Island,Rhode Island ERS-S,2018,49827.00021017725
3089,Rhode Island,Rhode Island ERS-S,2019,47997.153816831305
3090,Rhode Island,Rhode Island ERS-S,2020,56659.916684989425
3091,Rhode Island,Rhode Island ERS-S,2021,49257.26833680311
3092,Rhode Island,Rhode Island ERS-S,2022,40969.14085966992
3096,Rhode Island,Rhode Island ERS-T,2001,42739.32406022217
3097,Rhode Island,Rhode Island ERS-T,2002,50720.79998633903
3098,Rhode Island,Rhode Island ERS-T,2003,49455.44555420219
3099,Rhode Island,Rhode Island ERS-T,2004,49113.70186284988
3100,Rhode Island,Rhode Island ERS-T,2005,50126.52536166944
3101,Rhode Island,Rhode Island ERS-T,2006,51191.163898969906
3102,Rhode Island,Rhode Island ERS-T,2007,52138.98369488161
3103,Rhode Island,Rhode Island ERS-T,2008,52129.08004660054
3104,Rhode Island,Rhode Island ERS-T,2009,54101.210936293224
3105,Rhode Island,Rhode Island ERS-T,2010,56246.89005934878
3106,Rhode Island,Rhode Island ERS-T,2011,55152.94242999917
3107,Rhode Island,Rhode Island ERS-T,2012,55392.97275370428
3108,Rhode Island,Rhode Island ERS-T,2013,54714.55689997877
3109,Rhode Island,Rhode Island ERS-T,2014,53758.78000619992
3110,Rhode Island,Rhode Island ERS-T,2015,52596.46227066303
3111,Rhode Island,Rhode Island ERS-T,2016,52284.29747521481
3112,Rhode Island,Rhode Island ERS-T,2017,51001.08051948052
3113,Rhode Island,Rhode Island ERS-T,2018,49316.671284665885
3114,Rhode Island,Rhode Island ERS-T,2019,47788.324153612935
3115,Rhode Island,Rhode Island ERS-T,2020,54676.387176306525
3116,Rhode Island,Rhode Island ERS-T,2021,68676.46021345763
3117,Rhode Island,Rhode Island ERS-T,2022,53130.28083571423
3121,Rhode Island,Rhode Island MERS,2001,4906.154764323989
3122,Rhode Island,Rhode Island MERS,2002,5181.345860145861
3123,Rhode Island,Rhode Island MERS,2003,5293.637462297849
3124,Rhode Island,Rhode Island MERS,2004,5125.7579943912215
3125,Rhode Island,Rhode Island MERS,2005,5466.506636823131
3126,Rhode Island,Rhode Island MERS,2006,5593.921781450229
3127,Rhode Island,Rhode Island MERS,2007,5889.365098701989
3128,Rhode Island,Rhode Island MERS,2008,6049.86747088325
3129,Rhode Island,Rhode Island MERS,2009,6442.527050384231
3130,Rhode Island,Rhode Island MERS,2010,6986.882322975038
3131,Rhode Island,Rhode Island MERS,2011,7469.656971537593
3132,Rhode Island,Rhode Island MERS,2012,7924.4602203932745
3133,Rhode Island,Rhode Island MERS,2013,10211.691779222443
3134,Rhode Island,Rhode Island MERS,2014,10150.500602179596
3135,Rhode Island,Rhode Island MERS,2015,10055.266212516344
3136,Rhode Island,Rhode Island MERS,2016,10557.324345200477
3137,Rhode Island,Rhode Island MERS,2017,10686.285869210074
3138,Rhode Island,Rhode Island MERS,2018,10581.094803562646
3139,Rhode Island,Rhode Island MERS,2019,10705.926392437235
3140,Rhode Island,Rhode Island MERS,2020,11078.503427098045
3141,Rhode Island,Rhode Island MERS,2021,11202.744260798328
3142,Rhode Island,Rhode Island MERS,2022,10257.293157826143
3145,South Carolina,South Carolina PORS,2000,10067.45058271756
3146,South Carolina,South Carolina PORS,2001,11835.944353929064
3147,South Carolina,South Carolina PORS,2002,12821.766197832603
3148,South Carolina,South Carolina PORS,2003,13903.837572512271
3149,South Carolina,South Carolina PORS,2004,14622.446852855357
3150,South Carolina,South Carolina PORS,2005,14841.955712326082
3151,South Carolina,South Carolina PORS,2006,15849.182834751027
3152,South Carolina,South Carolina PORS,2007,16321.011144332699
3153,South Carolina,South Carolina PORS,2008,16827.305762242602
3154,South Carolina,South Carolina PORS,2009,17777.6369168357
3155,South Carolina,South Carolina PORS,2010,18780.821917808218
3156,South Carolina,South Carolina PORS,2011,20273.12186978297
3157,South Carolina,South Carolina PORS,2012,22297.04391891892
3158,South Carolina,South Carolina PORS,2013,23672.157364465056
3159,South Carolina,South Carolina PORS,2014,23650.322580645163
3160,South Carolina,South Carolina PORS,2015,22846.27888896742
3161,South Carolina,South Carolina PORS,2016,22527.031531231252
3162,South Carolina,South Carolina PORS,2017,22056.110972256934
3163,South Carolina,South Carolina PORS,2018,21388.898535625398
3164,South Carolina,South Carolina PORS,2019,21579.80383415069
3165,South Carolina,South Carolina PORS,2020,21571.952580936686
3166,South Carolina,South Carolina PORS,2021,20653.358589538104
3167,South Carolina,South Carolina PORS,2022,8529.6549646948
3170,South Carolina,South Carolina RS,2000,6784.507270324435
3171,South Carolina,South Carolina RS,2001,6242.983970585048
3172,South Carolina,South Carolina RS,2002,6773.055366847826
3173,South Carolina,South Carolina RS,2003,7191.818284075251
3174,South Carolina,South Carolina RS,2004,7520.164670760716
3175,South Carolina,South Carolina RS,2005,7881.488098436409
3176,South Carolina,South Carolina RS,2006,8686.764482637995
3177,South Carolina,South Carolina RS,2007,9806.6147150043
3178,South Carolina,South Carolina RS,2008,10536.081476799236
3179,South Carolina,South Carolina RS,2009,11278.893496136918
3180,South Carolina,South Carolina RS,2010,11835.591027022203
3181,South Carolina,South Carolina RS,2011,12507.90708854674
3182,South Carolina,South Carolina RS,2012,13530.534227281873
3183,South Carolina,South Carolina RS,2013,14053.708931006011
3184,South Carolina,South Carolina RS,2014,14341.590164344498
3185,South Carolina,South Carolina RS,2015,14457.063139402708
3186,South Carolina,South Carolina RS,2016,14566.86453953335
3187,South Carolina,South Carolina RS,2017,14626.1410434832
3188,South Carolina,South Carolina RS,2018,14861.823727812915
3189,South Carolina,South Carolina RS,2019,15375.280593156927
3190,South Carolina,South Carolina RS,2020,15118.913565848607
3191,South Carolina,South Carolina RS,2021,14903.733463232067
3192,South Carolina,South Carolina RS,2022,13491.12922669056
3195,South Dakota,South Dakota RS,2000,14183.16889312977
3196,South Dakota,South Dakota RS,2001,14850.034412563009
3197,South Dakota,South Dakota RS,2002,14505.813906822545
3198,South Dakota,South Dakota RS,2003,14643.774699087164
3199,South Dakota,South Dakota RS,2004,15128.404482390608
3200,South Dakota,South Dakota RS,2005,16104.094085424531
3201,South Dakota,South Dakota RS,2006,17006.50890787949
3202,South Dakota,South Dakota RS,2007,18103.900035701536
3203,South Dakota,South Dakota RS,2008,18966.872622518396
3204,South Dakota,South Dakota RS,2009,21934.00807950808
3205,South Dakota,South Dakota RS,2010,23866.970125210515
3206,South Dakota,South Dakota RS,2011,24360.458488838813
3207,South Dakota,South Dakota RS,2012,25175.703111231614
3208,South Dakota,South Dakota RS,2013,26190.232841522855
3209,South Dakota,South Dakota RS,2014,26928.72497312338
3210,South Dakota,South Dakota RS,2015,27223.758964262277
3211,South Dakota,South Dakota RS,2016,27535.787030755313
3212,South Dakota,South Dakota RS,2017,27824.78623324902
3213,South Dakota,South Dakota RS,2018,28776.881560095517
3214,South Dakota,South Dakota RS,2019,29940.960347353004
3215,South Dakota,South Dakota RS,2020,29161.134488768395
3216,South Dakota,South Dakota RS,2021,28836.85503696648
3217,South Dakota,South Dakota RS,2022,25775.865234705983
3221,Tennessee,Tennessee PERP,2001,8345.292604451019
3222,Tennessee,Tennessee PERP,2002,8042.228154778385
3223,Tennessee,Tennessee PERP,2003,7811.4516496018205
3224,Tennessee,Tennessee PERP,2004,7703.320322952843
3225,Tennessee,Tennessee PERP,2005,7622.183728337287
3226,Tennessee,Tennessee PERP,2006,7695.822942825975
3227,Tennessee,Tennessee PERP,2007,7828.8381474962125
3228,Tennessee,Tennessee PERP,2008,7920.809346230043
3229,Tennessee,Tennessee PERP,2009,8127.779927960592
3230,Tennessee,Tennessee PERP,2010,8040.61755631729
3231,Tennessee,Tennessee PERP,2011,8198.406432215743
3232,Tennessee,Tennessee PERP,2012,8272.45652341595
3233,Tennessee,Tennessee PERP,2013,8556.074671299026
3234,Tennessee,Tennessee PERP,2014,7961.004322983177
3235,Tennessee,Tennessee PERP,2015,8144.19887019412
3236,Tennessee,Tennessee PERP,2016,8316.779484418941
3237,Tennessee,Tennessee PERP,2017,8362.343426229116
3238,Tennessee,Tennessee PERP,2018,8450.739797058692
3239,Tennessee,Tennessee PERP,2019,8579.336017727814
3240,Tennessee,Tennessee PERP,2020,8659.175854925099
3241,Tennessee,Tennessee PERP,2021,8738.381753155903
3242,Tennessee,Tennessee PERP,2022,9394.043835545695
3246,Tennessee,Tennessee TLPP,2001,2493.8230137593528
3247,Tennessee,Tennessee TLPP,2002,2793.0091054445525
3248,Tennessee,Tennessee TLPP,2003,3119.291102514348
3249,Tennessee,Tennessee TLPP,2004,3507.540761796317
3250,Tennessee,Tennessee TLPP,2005,3931.3965039963614
3251,Tennessee,Tennessee TLPP,2006,4473.121602085157
3252,Tennessee,Tennessee TLPP,2007,5107.1115163667455
3253,Tennessee,Tennessee TLPP,2008,5781.123927537037
3254,Tennessee,Tennessee TLPP,2009,6621.756575041077
3255,Tennessee,Tennessee TLPP,2010,7339.524508950958
3256,Tennessee,Tennessee TLPP,2011,8294.986554637362
3257,Tennessee,Tennessee TLPP,2012,9427.429381659234
3258,Tennessee,Tennessee TLPP,2013,10829.970631836863
3259,Tennessee,Tennessee TLPP,2014,11227.305064978227
3260,Tennessee,Tennessee TLPP,2015,12662.423243663607
3261,Tennessee,Tennessee TLPP,2016,14081.954792198883
3262,Tennessee,Tennessee TLPP,2017,15685.609807142957
3263,Tennessee,Tennessee TLPP,2018,17631.262367153024
3264,Tennessee,Tennessee TLPP,2019,20040.45613567645
3265,Tennessee,Tennessee TLPP,2020,22818.921175654195
3266,Tennessee,Tennessee TLPP,2021,26199.749454850324
3284,Tennessee,Tennessee TRP,2015,0.0
3285,Tennessee,Tennessee TRP,2016,0.0
3286,Tennessee,Tennessee TRP,2017,0.03092582067053739
3287,Tennessee,Tennessee TRP,2018,0.06326013249403432
3288,Tennessee,Tennessee TRP,2019,0.19420280117924255
3289,Tennessee,Tennessee TRP,2020,0.9941811531120568
3290,Tennessee,Tennessee TRP,2021,3.2251891905238077
3291,Tennessee,Tennessee TRP,2022,7.924782110704928
3294,Texas,Texas CDRS,2000,8854.588928962192
3295,Texas,Texas CDRS,2001,8874.550954383694
3296,Texas,Texas CDRS,2002,9373.87771459889
3297,Texas,Texas CDRS,2003,10244.251175574542
3298,Texas,Texas CDRS,2004,11003.58286557398
3299,Texas,Texas CDRS,2005,11033.948677626877
3300,Texas,Texas CDRS,2006,10758.168472386315
3301,Texas,Texas CDRS,2007,10312.074093354157
3302,Texas,Texas CDRS,2008,9976.276289568483
3303,Texas,Texas CDRS,2009,10343.188183572807
3304,Texas,Texas CDRS,2010,10728.819071981568
3305,Texas,Texas CDRS,2011,11330.939973405939
3306,Texas,Texas CDRS,2012,11496.007944938376
3307,Texas,Texas CDRS,2013,11978.581010073509
3308,Texas,Texas CDRS,2014,12135.954473959055
3309,Texas,Texas CDRS,2015,12517.674772855002
3310,Texas,Texas CDRS,2016,12813.685069505544
3311,Texas,Texas CDRS,2017,13628.015053128689
3312,Texas,Texas CDRS,2018,14038.055734927753
3313,Texas,Texas CDRS,2019,15457.474429496762
3314,Texas,Texas CDRS,2020,14878.06147926161
3315,Texas,Texas CDRS,2021,18562.974338237833
3316,Texas,Texas CDRS,2022,23351.002888165658
3319,Texas,Texas ERS,2000,16585.9620873893
3320,Texas,Texas ERS,2001,18026.916159168795
3321,Texas,Texas ERS,2002,18589.501560382705
3322,Texas,Texas ERS,2003,19398.115343833742
3323,Texas,Texas ERS,2004,21675.015478063597
3324,Texas,Texas ERS,2005,21030.028609471083
3325,Texas,Texas ERS,2006,20208.58549222798
3326,Texas,Texas ERS,2007,19086.9037358229
3327,Texas,Texas ERS,2008,18264.430966070126
3328,Texas,Texas ERS,2009,19641.475318591994
3329,Texas,Texas ERS,2010,19019.050522625956
3330,Texas,Texas ERS,2011,18669.615371024734
3331,Texas,Texas ERS,2012,18866.020124182283
3332,Texas,Texas ERS,2013,18816.825870957662
3333,Texas,Texas ERS,2014,19887.741780388988
3334,Texas,Texas ERS,2015,20046.384041059315
3335,Texas,Texas ERS,2016,19575.35296170768
3336,Texas,Texas ERS,2017,19956.13117691101
3337,Texas,Texas ERS,2018,19669.912106634598
3338,Texas,Texas ERS,2019,19825.870488744193
3339,Texas,Texas ERS,2020,19289.194938810604
3340,Texas,Texas ERS,2021,18544.260599793175
3341,Texas,Texas ERS,2022,16081.339856137365
3344,Texas,Texas LECOS,2000,167.26697869538577
3345,Texas,Texas LECOS,2001,171.48774843398823
3346,Texas,Texas LECOS,2002,237.31893030167146
3347,Texas,Texas LECOS,2003,296.8429164712506
3348,Texas,Texas LECOS,2004,415.3526066043018
3349,Texas,Texas LECOS,2005,520.5403086792599
3350,Texas,Texas LECOS,2006,667.2805417244851
3351,Texas,Texas LECOS,2007,927.5519661955076
3352,Texas,Texas LECOS,2008,1448.4003466149193
3353,Texas,Texas LECOS,2009,2854.380398774925
3354,Texas,Texas LECOS,2010,13768.111820013431
3355,Texas,Texas LECOS,2011,7436.479343128782
3356,Texas,Texas LECOS,2012,6575.168887642026
3357,Texas,Texas LECOS,2013,4992.132129184254
3358,Texas,Texas LECOS,2014,4882.663513394041
3359,Texas,Texas LECOS,2015,4568.767397006634
3360,Texas,Texas LECOS,2016,4125.510294020917
3361,Texas,Texas LECOS,2017,3907.4842105263156
3362,Texas,Texas LECOS,2018,3641.0515573026914
3363,Texas,Texas LECOS,2019,3534.2347007700273
3364,Texas,Texas LECOS,2020,3261.259848692721
3365,Texas,Texas LECOS,2021,2973.6380206575304
3366,Texas,Texas LECOS,2022,2658.7916344876585
3369,Texas,Texas MRS,2000,9130.354189760645
3370,Texas,Texas MRS,2001,9273.072788561269
3371,Texas,Texas MRS,2002,9452.349862073606
3372,Texas,Texas MRS,2003,9815.642183731637
3373,Texas,Texas MRS,2004,10506.965862730982
3374,Texas,Texas MRS,2005,12265.821473354232
3375,Texas,Texas MRS,2006,12904.110689512065
3376,Texas,Texas MRS,2007,13234.43690492523
3377,Texas,Texas MRS,2008,13580.819851904993
3378,Texas,Texas MRS,2009,14663.75652107977
3379,Texas,Texas MRS,2010,15429.986320143526
3380,Texas,Texas MRS,2011,16728.28117183824
3381,Texas,Texas MRS,2012,17771.739916212002
3382,Texas,Texas MRS,2013,18658.900605946732
3383,Texas,Texas MRS,2014,19131.686642695433
3384,Texas,Texas MRS,2015,18495.451870550416
3385,Texas,Texas MRS,2016,18716.79862623555
3386,Texas,Texas MRS,2017,18781.663651100767
3387,Texas,Texas MRS,2018,18565.6440726807
3388,Texas,Texas MRS,2019,19029.021552776085
3389,Texas,Texas MRS,2020,13649.6542285209
3390,Texas,Texas MRS,2021,14385.579601107958
3391,Texas,Texas MRS,2022,14953.336495201143
3394,Texas,Texas TRS,2000,131197.98592255125
3395,Texas,Texas TRS,2001,153650.07497243662
3396,Texas,Texas TRS,2002,35654.76606898195
3397,Texas,Texas TRS,2003,35853.01625589449
3398,Texas,Texas TRS,2004,37173.37401741994
3399,Texas,Texas TRS,2005,30911.07328572373
3400,Texas,Texas TRS,2006,32372.18021686538
3401,Texas,Texas TRS,2007,32063.615175190895
3402,Texas,Texas TRS,2008,34323.93816681654
3403,Texas,Texas TRS,2009,32467.43640298429
3404,Texas,Texas TRS,2010,34338.4368743718
3405,Texas,Texas TRS,2011,35674.99388456109
3406,Texas,Texas TRS,2012,36119.85256763926
3407,Texas,Texas TRS,2013,38143.02109305139
3408,Texas,Texas TRS,2014,40166.78733325433
3409,Texas,Texas TRS,2015,32529.956746911626
3410,Texas,Texas TRS,2016,32907.97459529718
3411,Texas,Texas TRS,2017,33182.88157258596
3412,Texas,Texas TRS,2018,31810.892083029034
3413,Texas,Texas TRS,2019,33804.40735913181
3414,Texas,Texas TRS,2020,31833.343960927476
3415,Texas,Texas TRS,2021,21708.834331189988
3416,Texas,Texas TRS,2022,22064.7626497373
3419,Utah,Utah CRS,2000,27621.011291114384
3420,Utah,Utah CRS,2001,27555.504162812213
3421,Utah,Utah CRS,2002,27380.119650253106
3422,Utah,Utah CRS,2003,26206.068840579712
3423,Utah,Utah CRS,2004,25881.9255222525
3424,Utah,Utah CRS,2005,25525.25704067948
3425,Utah,Utah CRS,2006,25499.12891986063
3426,Utah,Utah CRS,2007,26057.456696239966
3427,Utah,Utah CRS,2008,25723.28086164043
3428,Utah,Utah CRS,2009,26964.241164241164
3429,Utah,Utah CRS,2010,28665.676707679253
3430,Utah,Utah CRS,2011,29510.14242555028
3431,Utah,Utah CRS,2012,31199.911933069132
3432,Utah,Utah CRS,2013,33784.96583143508
3433,Utah,Utah CRS,2014,35837.59888320149
3434,Utah,Utah CRS,2015,39799.51100244499
3435,Utah,Utah CRS,2016,43575.45691906005
3436,Utah,Utah CRS,2017,46623.212321232124
3437,Utah,Utah CRS,2018,50403.60046457608
3438,Utah,Utah CRS,2019,51844.75154366363
3439,Utah,Utah CRS,2020,57956.15731785945
3440,Utah,Utah CRS,2021,64441.32115249473
3447,Utah,Utah CRS-T2,2014,
3448,Utah,Utah CRS-T2,2015,3619.5652173913045
3449,Utah,Utah CRS-T2,2016,788.0299251870324
3450,Utah,Utah CRS-T2,2017,388.6300093196645
3451,Utah,Utah CRS-T2,2018,368.47710330138443
3452,Utah,Utah CRS-T2,2019,319.26458077323
3453,Utah,Utah CRS-T2,2020,350.2005443346225
3454,Utah,Utah CRS-T2,2021,356.8782796584011
3458,Utah,Utah FRS,2000,104988.43930635838
3459,Utah,Utah FRS,2001,116078.2122905028
3460,Utah,Utah FRS,2002,113137.05583756346
3461,Utah,Utah FRS,2003,105945.94594594595
3462,Utah,Utah FRS,2004,106594.93670886075
3463,Utah,Utah FRS,2005,92751.70068027212
3464,Utah,Utah FRS,2006,93641.26984126984
3465,Utah,Utah FRS,2007,100402.36686390532
3466,Utah,Utah FRS,2008,95554.05405405405
3467,Utah,Utah FRS,2009,96744.9494949495
3468,Utah,Utah FRS,2010,103082.7067669173
3469,Utah,Utah FRS,2011,91809.31263858093
3470,Utah,Utah FRS,2012,94298.05615550755
3471,Utah,Utah FRS,2013,92261.85567010309
3472,Utah,Utah FRS,2014,95039.8406374502
3473,Utah,Utah FRS,2015,98749.50298210735
3474,Utah,Utah FRS,2016,101365.75875486381
3475,Utah,Utah FRS,2017,106187.98449612403
3476,Utah,Utah FRS,2018,110461.53846153847
3477,Utah,Utah FRS,2019,108418.47826086957
3478,Utah,Utah FRS,2020,124193.67588932806
3479,Utah,Utah FRS,2021,61549.870226177234
3483,Utah,Utah NRS,2000,14221.85095180235
3484,Utah,Utah NRS,2001,11663.08257155702
3485,Utah,Utah NRS,2002,13439.465863918798
3486,Utah,Utah NRS,2003,13879.395722692694
3487,Utah,Utah NRS,2004,14330.421585160202
3488,Utah,Utah NRS,2005,14590.879438352335
3489,Utah,Utah NRS,2006,15712.879747767924
3490,Utah,Utah NRS,2007,17013.034861975604
3491,Utah,Utah NRS,2008,17628.299668697233
3492,Utah,Utah NRS,2009,18692.691502287944
3493,Utah,Utah NRS,2010,19833.20007995203
3494,Utah,Utah NRS,2011,20226.21245175365
3495,Utah,Utah NRS,2012,20581.995701285043
3496,Utah,Utah NRS,2013,21323.211551082914
3497,Utah,Utah NRS,2014,21971.456837939673
3498,Utah,Utah NRS,2015,23145.549673512265
3499,Utah,Utah NRS,2016,24208.270307836963
3500,Utah,Utah NRS,2017,25290.016008429757
3501,Utah,Utah NRS,2018,26794.950376489214
3502,Utah,Utah NRS,2019,28305.078564264655
3503,Utah,Utah NRS,2020,31181.964809384164
3504,Utah,Utah NRS,2021,32132.22461759573
3508,Utah,Utah PSC,2000,39181.05263157895
3509,Utah,Utah PSC,2001,23162.69985971944
3510,Utah,Utah PSC,2002,24505.8919
3511,Utah,Utah PSC,2003,25405.76338491296
3512,Utah,Utah PSC,2004,26517.19992292871
3513,Utah,Utah PSC,2005,28053.921333333332
3514,Utah,Utah PSC,2006,29613.44454887218
3515,Utah,Utah PSC,2007,27220.408283433135
3516,Utah,Utah PSC,2008,25915.644660421545
3517,Utah,Utah PSC,2009,28020.818233830843
3518,Utah,Utah PSC,2010,28124.38748148148
3519,Utah,Utah PSC,2011,28273.638085642317
3520,Utah,Utah PSC,2012,29313.292020725392
3521,Utah,Utah PSC,2013,30290.34997368421
3522,Utah,Utah PSC,2014,30535.803284457477
3523,Utah,Utah PSC,2015,27205.696337704918
3524,Utah,Utah PSC,2016,28140.5317266436
3525,Utah,Utah PSC,2017,28478.731417857143
3526,Utah,Utah PSC,2018,29943.966814126394
3527,Utah,Utah PSC,2019,31727.45503515625
3528,Utah,Utah PSC,2020,78831.5655737705
3529,Utah,Utah PSC,2021,61255.208333333336
3536,Utah,Utah PSC-T2,2014,
3537,Utah,Utah PSC-T2,2015,30000.0
3538,Utah,Utah PSC-T2,2016,1076.923076923077
3539,Utah,Utah PSC-T2,2017,968.2539682539683
3540,Utah,Utah PSC-T2,2018,0.0
3541,Utah,Utah PSC-T2,2019,397.35099337748346
